name,parent,material_design,mass_estimate_g,uncertainty_fraction,method,volume_mm3,center_mm,watertight,measured,material_verified_by_procurement
S288_right_hip_pitch_OUT_1_WASHER_0,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567097987858157,0.35,Simplified fastener envelope x steel density 7.85,4.544073869883003,"[-56.635442849495774, -38.912937937935475, 94.87974569798558]",True,False,False
S288_right_hip_pitch_OUT_1_WASHER_1,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670983211594544,0.35,Simplified fastener envelope x steel density 7.85,4.544074294470643,"[-56.29089708781001, -39.3695192711588, 100.09849282297668]",True,False,False
S288_right_hip_pitch_OUT_1_WASHER_2,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098103595988,0.35,Simplified fastener envelope x steel density 7.85,4.54407401731973,"[-60.6554549915615, -39.62381436732275, 103.00511689412261]",True,False,False
S288_right_hip_pitch_OUT_1_WASHER_3,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709766787753,0.35,Simplified fastener envelope x steel density 7.85,4.544073462264369,"[-65.36455953284033, -39.42152791245458, 100.69299333177877]",True,False,False
S288_right_hip_pitch_OUT_1_WASHER_4,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098112191094,0.35,Simplified fastener envelope x steel density 7.85,4.544074028268909,"[-65.70910657845221, -38.964946545343906, 95.47424601485126]",True,False,False
S288_right_hip_pitch_OUT_1_WASHER_5,AXIS_right_hip_pitch,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098216403516,0.35,Simplified fastener envelope x steel density 7.85,4.5440741610235875,"[-61.3445475092032, -38.710651440940666, 92.56762179096725]",True,False,False
S288_right_hip_roll_CASE,BODY_bearing_roll,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.430902339443,"[-59.668663455165195, -17.50000283742087, 91.59808259092524]",True,False,False
S288_right_hip_roll_DIRECT_CASE_-1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113539821480543,0.25,Simplified fastener envelope x steel density 7.85,28.17011442226821,"[-70.39634248868467, -9.500003605644084, 107.18200626996666]",True,,False
S288_right_hip_roll_DIRECT_CASE_-1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709723002894,0.25,Simplified fastener envelope x steel density 7.85,4.544072904495465,"[-71.24999618475192, -9.500003494497145, 107.18200666623609]",True,,False
S288_right_hip_roll_DIRECT_CASE_-1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113570141143105,0.25,Simplified fastener envelope x steel density 7.85,28.170153046042174,"[-70.3963450228313, -25.500003542830072, 107.1820053085684]",True,,False
S288_right_hip_roll_DIRECT_CASE_-1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099055248767,0.25,Simplified fastener envelope x steel density 7.85,4.544075229616264,"[-71.24999617717299, -25.500003521802096, 107.18200520948992]",True,,False
S288_right_hip_roll_DISC_-1,CTRL_right_hip_roll,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2817587473367,"[-70.49999618068887, -17.50000318879182, 99.68200552707528]",True,False,False
S288_right_hip_roll_DISC_1,CTRL_right_hip_roll,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.28175533069196,"[-47.49999618237729, -17.500004263432288, 99.68200800280157]",True,False,False
S288_right_hip_roll_OUT_1_M2x5_0,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211354169359,0.35,Simplified fastener envelope x steel density 7.85,28.17011680712102,"[-44.103650514454316, -22.046638464152764, 102.30700802072037]",True,False,False
S288_right_hip_roll_OUT_1_M2x5_1,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113543697525706,0.35,Simplified fastener envelope x steel density 7.85,28.170119359905357,"[-44.103650518737794, -17.500005389235998, 104.93200819960983]",True,False,False
S288_right_hip_roll_OUT_1_M2x5_2,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113546287275887,0.35,Simplified fastener envelope x steel density 7.85,28.170122658950174,"[-44.103649774520115, -12.953371735485257, 102.307008224312]",True,False,False
S288_right_hip_roll_OUT_1_M2x5_3,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113555472394292,0.35,Simplified fastener envelope x steel density 7.85,28.170134359737954,"[-44.10364886862959, -12.953371362952403, 97.05700833729605]",True,False,False
S288_right_hip_roll_OUT_1_M2x5_4,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211355983436015,0.35,Simplified fastener envelope x steel density 7.85,28.170139916382357,"[-44.1036489738259, -17.500004490051197, 94.43200820229822]",True,False,False
S288_right_hip_roll_OUT_1_M2x5_5,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113541500548292,0.35,Simplified fastener envelope x steel density 7.85,28.170116561208015,"[-44.10365044064281, -22.046637994763408, 97.05700796484582]",True,False,False
S288_right_hip_roll_OUT_1_WASHER_0,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567100165460506,0.35,Simplified fastener envelope x steel density 7.85,4.544076643898734,"[-43.24999618494991, -22.046638613625884, 102.30700781629042]",True,False,False
S288_right_hip_roll_OUT_1_WASHER_1,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356709955656113,0.35,Simplified fastener envelope x steel density 7.85,4.544075868230739,"[-43.24999618287421, -17.500005508696546, 104.9320085198244]",True,False,False
S288_right_hip_roll_OUT_1_WASHER_2,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670988954736325,0.35,Simplified fastener envelope x steel density 7.85,4.54407502608106,"[-43.24999618208196, -12.953372048839903, 102.30700856170624]",True,False,False
S288_right_hip_roll_OUT_1_WASHER_3,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670987710615505,0.35,Simplified fastener envelope x steel density 7.85,4.5440748675943325,"[-43.24999618427073, -12.953371598024829, 97.05700867239567]",True,False,False
S288_right_hip_roll_OUT_1_WASHER_4,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099598702449,0.35,Simplified fastener envelope x steel density 7.85,4.544075921913948,"[-43.249996184849465, -17.500004572801085, 94.43200849630523]",True,False,False
S288_right_hip_roll_OUT_1_WASHER_5,CTRL_right_hip_roll,Steel estimate; exact self-tapping screw grade and supplier not verified,0.0356710023403716,0.35,Simplified fastener envelope x steel density 7.85,4.544076731257529,"[-43.24999618399738, -22.04663824782377, 97.05700791172215]",True,False,False
S288_right_hip_yaw_CASE,V12_Hip_Module,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.430631782066,"[-67.08392409135571, -17.50000328378651, 129.35065938254343]",True,False,False
S288_right_hip_yaw_DIRECT_CASE_-1_0_M2x8,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.29500135706688296,0.25,Simplified fastener envelope x steel density 7.85,37.579790709157066,"[-81.49999976873511, -25.500002778575997, 144.72714348869428]",True,,False
S288_right_hip_yaw_DIRECT_CASE_-1_0_M2x8_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099084169604,0.25,Simplified fastener envelope x steel density 7.85,4.544075266458094,"[-81.49999937948213, -25.500002868128465, 146.9319915737248]",True,,False
S288_right_hip_yaw_DIRECT_CASE_-1_1_M2x12,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.3934890865290994,0.25,Simplified fastener envelope x steel density 7.85,50.125998283961714,"[-51.49999960205538, -25.500004168434863, 143.8386432972818]",True,,False
S288_right_hip_yaw_DIRECT_CASE_-1_1_M2x12_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098519274965,0.25,Simplified fastener envelope x steel density 7.85,4.54407454684709,"[-51.499999556636766, -25.500004045063356, 147.93199157847414]",True,,False
S288_right_hip_yaw_DIRECT_CASE_1_0_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113511236581615,0.25,Simplified fastener envelope x steel density 7.85,28.170078008384223,"[-81.5000000594435, -9.500002839810675, 117.28564863216616]",True,,False
S288_right_hip_yaw_DIRECT_CASE_1_0_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099097065029,0.25,Simplified fastener envelope x steel density 7.85,4.544075282885387,"[-81.50000005755868, -9.500002763367545, 116.43199157714761]",True,,False
S288_right_hip_yaw_DIRECT_CASE_1_1_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113569135559347,0.25,Simplified fastener envelope x steel density 7.85,28.170151765043755,"[-51.50000004977957, -9.500004122161148, 117.28564260638694]",True,,False
S288_right_hip_yaw_DIRECT_CASE_1_1_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098801311999,0.25,Simplified fastener envelope x steel density 7.85,4.544074906129936,"[-51.500000021727104, -9.500004056501377, 116.4319915771488]",True,,False
S288_right_hip_yaw_DIRECT_CASE_1_2_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113513914583866,0.25,Simplified fastener envelope x steel density 7.85,28.170081419852057,"[-81.5000007120432, -25.500002800450876, 117.28564890121595]",True,,False
S288_right_hip_yaw_DIRECT_CASE_1_2_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098767572706,0.25,Simplified fastener envelope x steel density 7.85,4.544074863149945,"[-81.50000111215543, -25.500002748619853, 116.43199157714878]",True,,False
S288_right_hip_yaw_DIRECT_CASE_1_3_M2x5,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113572485321611,0.25,Simplified fastener envelope x steel density 7.85,28.17015603225683,"[-51.50000077676388, -25.500004157650356, 117.28564275672402]",True,,False
S288_right_hip_yaw_DIRECT_CASE_1_3_M2x5_WASHER,,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098808388467,0.25,Simplified fastener envelope x steel density 7.85,4.544074915144544,"[-51.50000117466097, -25.50000408054508, 116.43199157565212]",True,,False
S288_right_hip_yaw_DISC_-1,CTRL_right_hip_yaw,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818119546682,"[-58.99999952642783, -17.500003872955983, 140.18199158036245]",True,False,False
S288_right_hip_yaw_DISC_1,CTRL_right_hip_yaw,"OEM S288 output disk, included in actuator mass",0,0,Included in corresponding case whole-unit mass,420.2818122818735,"[-59.0000004443354, -17.500003971151767, 117.18199157393443]",True,False,False
S288_right_hip_yaw_OUT_1_M2x5_0,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357404217291,0.35,Simplified fastener envelope x steel density 7.85,28.17015801550689,"[-56.375000704434804, -22.046637244542755, 113.78564267854235]",True,False,False
S288_right_hip_yaw_OUT_1_M2x5_1,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113573514765186,0.35,Simplified fastener envelope x steel density 7.85,28.170157343649922,"[-53.75000046501881, -17.500004030543682, 113.7856429330048]",True,False,False
S288_right_hip_yaw_OUT_1_M2x5_2,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.22113569439518527,0.35,Simplified fastener envelope x steel density 7.85,28.1701521522529,"[-56.37500031575085, -12.953370556255361, 113.78564261503286]",True,False,False
S288_right_hip_yaw_OUT_1_M2x5_3,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.221135704532584,0.35,Simplified fastener envelope x steel density 7.85,28.170153443641272,"[-61.6250003275369, -12.95337030479348, 113.78564259612996]",True,False,False
S288_right_hip_yaw_OUT_1_M2x5_4,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357282375391,0.35,Simplified fastener envelope x steel density 7.85,28.170156463380778,"[-64.2500005273802, -17.500003540682773, 113.78564298780347]",True,False,False
S288_right_hip_yaw_OUT_1_M2x5_5,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.2211357462673369,0.35,Simplified fastener envelope x steel density 7.85,28.170158760170306,"[-61.62500072123179, -22.04663711576011, 113.78564289080037]",True,False,False
S288_right_hip_yaw_OUT_1_WASHER_0,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098918452466,0.35,Simplified fastener envelope x steel density 7.85,4.54407505535346,"[-56.37500111931182, -22.046637142214067, 112.9319915771473]",True,False,False
S288_right_hip_yaw_OUT_1_WASHER_1,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567098605253272,0.35,Simplified fastener envelope x steel density 7.85,4.544074656373596,"[-53.750001135751525, -17.5000041246019, 112.93199157891412]",True,False,False
S288_right_hip_yaw_OUT_1_WASHER_2,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670988963120584,0.35,Simplified fastener envelope x steel density 7.85,4.54407502714912,"[-56.375000647755364, -12.953370519155401, 112.9319915771485]",True,False,False
S288_right_hip_yaw_OUT_1_WASHER_3,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.03567099049542153,0.35,Simplified fastener envelope x steel density 7.85,4.544075222346692,"[-61.62500063013044, -12.953370308216, 112.93199157714865]",True,False,False
S288_right_hip_yaw_OUT_1_WASHER_4,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670990051875635,0.35,Simplified fastener envelope x steel density 7.85,4.54407516584403,"[-64.25000094812432, -17.500003720282134, 112.93199157891404]",True,False,False
S288_right_hip_yaw_OUT_1_WASHER_5,CTRL_right_hip_yaw,Steel estimate; exact self-tapping screw grade and supplier not verified,0.035670987159410285,0.35,Simplified fastener envelope x steel density 7.85,4.544074797377107,"[-61.62500109778185, -22.046636861409546, 112.93199157714841]",True,False,False
S288_right_knee_CASE,BODY_upper_leg_right,"OEM S288 mixed assembly; case plus motor, gears, circuit and both disks",19.5,0.05,Official whole-actuator mass,14385.430838344537,"[-86.93895806975254, -53.05700843227548, 68.16415582402833]",True,False,False
